Customer_ID,Age,Gender,Annual_Income,Spending_Score,Purchase_Frequency,Total_Purchase_Amount
C0302,47,Female,40631.0,48.0,10,28570.0
C0303,67,Other,98148.0,11.0,29,18270.0
C0304,27,Male,118885.0,80.0,2,1736.0
C0305,35,Female,106761.0,55.0,16,61136.0
C0306,44,Female,48255.0,97.0,17,19244.0
C0307,40,Female,34534.0,37.0,22,92092.0
C0308,51,Other,60425.0,6.0,8,27496.0
C0309,56,Male,21007.0,27.0,10,19300.0
C0310,67,Male,120160.0,33.0,10,28870.0
C0311,25,Male,85193.0,96.0,14,22946.0
C0312,26,Female,89806.0,91.0,8,34384.0
C0313,53,Other,125670.0,46.0,3,10356.0
C0314,65,Male,77176.0,3.0,15,12555.0
C0315,38,Other,86249.0,74.0,13,47073.0
C0316,36,Male,73088.0,3.0,11,17677.0
C0317,69,Other,80305.0,89.0,30,94920.0
C0318,23,Female,130688.0,14.0,8,30152.0
C0319,55,Female,88676.0,11.0,13,35633.0
C0320,65,Female,49041.0,43.0,25,39425.0
C0321,22,Other,102998.0,15.0,17,74409.0
C0322,30,Female,66019.0,94.0,27,38043.0
C0323,33,Other,39194.0,33.0,7,11347.0
C0324,56,Male,119642.0,98.0,21,17157.0
C0325,29,Other,84764.0,60.0,25,120450.0
C0326,46,Other,78838.0,88.0,30,144720.0
C0327,59,Other,149306.0,80.0,11,30679.0
C0328,27,Female,28950.0,61.0,15,40200.0
C0329,68,Female,97518.0,8.0,12,52272.0
C0330,22,Female,80521.0,58.0,2,1332.0
C0331,41,Female,30057.0,83.0,28,26292.0
C0332,57,Other,86462.0,50.0,15,74310.0
C0333,53,Other,137424.0,6.0,15,73245.0
C0334,59,Male,62143.0,78.0,16,68912.0
C0335,46,Male,79050.0,14.0,26,78338.0
C0336,63,Male,86132.0,83.0,6,3120.0
C0337,33,Other,77377.0,57.0,17,76194.0
C0338,57,Male,67696.0,48.0,30,75510.0
C0339,42,Female,121510.0,44.0,22,13816.0
C0340,68,Other,104843.0,43.0,3,8700.0
C0341,24,Other,108916.0,50.0,10,22640.0
C0342,64,Other,146407.0,78.0,28,40068.0
C0343,39,Male,96380.0,85.0,5,15325.0
C0344,37,Other,111551.0,85.0,15,16328.0
C0345,56,Other,142945.0,11.0,10,47780.0
C0346,42,Other,123764.0,43.0,27,33642.0
C0347,60,Other,128653.0,95.0,22,99264.0
C0348,23,Other,107878.0,55.0,17,53788.0
C0349,19,Female,60483.0,24.0,7,20993.0
C0350,67,Female,45166.0,29.0,5,7345.0
C0351,22,Female,130680.0,13.0,17,78557.0
C0352,65,Other,24947.0,85.0,11,14003.0
C0353,56,Female,40218.0,21.0,6,9336.0
C0354,64,Female,25726.0,53.0,12,25740.0
C0355,46,Other,57346.0,54.0,24,93048.0
C0356,32,Other,51348.0,40.0,26,105092.0
C0357,30,Female,108907.0,74.0,15,59730.0
C0358,67,Female,121990.0,49.0,17,76840.0
C0359,44,Male,127071.0,26.0,26,34658.0
C0360,34,Male,104040.0,62.0,28,90720.0
C0361,53,Male,113244.0,67.0,28,34188.0
C0362,36,Male,120023.0,21.0,9,34920.0
C0363,50,Male,128926.0,56.0,3,6054.0
C0364,70,Female,135950.0,45.0,30,12540.0
C0365,44,Male,71964.0,65.0,12,25572.0
C0366,42,Male,69140.0,29.0,1,2810.0
C0367,24,Other,105191.0,43.0,26,36296.0
C0368,26,Male,57601.0,61.0,23,30728.0
C0369,66,Other,81487.0,58.0,20,4860.0
C0370,23,Male,53544.0,28.0,27,38448.0
C0371,53,Other,99807.0,68.0,14,15540.0
C0372,67,Female,51147.0,39.0,4,2364.0
C0373,33,Female,103748.0,80.0,15,10710.0
C0374,25,Female,98215.0,69.0,1,4421.0
C0375,54,Male,114181.0,19.0,10,37160.0
C0376,18,Other,66244.0,31.0,19,68628.0
C0377,29,Other,107584.0,11.0,17,53618.0
C0378,22,Other,91313.0,65.0,26,113308.0
C0379,53,Male,71177.0,61.0,2,6738.0
C0380,41,Female,117952.0,3.0,12,9036.0
C0381,40,Male,116068.0,85.0,21,22029.0
C0382,67,Other,116362.0,97.0,11,14212.0
C0383,20,Female,91567.0,44.0,27,44118.0
C0384,67,Other,80899.0,90.0,16,27088.0
C0385,69,Male,28270.0,92.0,25,98725.0
C0386,20,Female,46422.0,54.0,26,47684.0
C0387,20,Female,142338.0,40.0,17,58854.0
C0388,70,Other,82049.0,33.0,2,3530.0
C0389,36,Female,133002.0,100.0,2,5838.0
C0390,35,Male,124771.0,48.0,14,48664.0
C0391,65,Female,137261.0,50.0,11,19030.0
C0392,49,Other,85211.0,48.0,30,133590.0
C0393,35,Male,115300.0,55.0,3,11181.0
C0394,56,Male,91496.0,38.0,11,11440.0
C0395,23,Female,106628.0,38.0,10,38520.0
C0396,56,Other,75851.0,22.0,23,88228.0
C0397,40,Female,25551.0,94.0,28,86464.0
C0398,57,Female,55986.0,82.0,26,17394.0
C0399,22,Other,103560.0,52.0,12,52836.0
C0400,69,Other,109051.0,21.0,1,1369.0
C0401,56,Other,122408.0,57.0,2,2468.0
C0402,22,Male,122041.0,83.0,12,37992.0
C0403,46,Other,24244.0,78.0,5,19425.0
C0404,41,Other,78188.0,98.0,3,14703.0
C0405,26,Other,68096.0,51.0,11,27313.0
C0406,33,Male,23396.0,95.0,6,25728.0
C0407,51,Female,139739.0,72.0,4,9376.0
C0408,67,Female,112279.0,58.0,7,17773.0
C0409,62,Female,46237.0,16.0,5,4030.0
C0410,46,Male,137791.0,92.0,15,13785.0
C0411,69,Other,146820.0,41.0,22,67012.0
C0412,63,Male,92089.0,70.0,10,26570.0
C0413,28,Other,113003.0,90.0,21,34146.0
C0414,68,Female,86683.0,29.0,4,7384.0
C0415,68,Male,51029.0,64.0,1,3156.0
C0416,53,Other,68353.0,60.0,26,122694.0
C0417,26,Other,135899.0,12.0,3,8199.0
C0418,43,Other,114223.0,62.0,17,60605.0
C0419,67,Female,127916.0,74.0,3,3678.0
C0420,38,Other,29720.0,58.0,15,66570.0
C0421,40,Male,135075.0,100.0,18,30420.0
C0422,67,Male,76704.0,65.0,30,19590.0
C0423,46,Other,40056.0,39.0,6,9156.0
C0424,38,Other,49552.0,45.0,17,42942.0
C0425,23,Female,45729.0,82.0,18,44064.0
C0426,26,Other,59691.0,79.0,18,17370.0
C0427,50,Other,42103.0,76.0,19,27797.0
C0428,28,Other,101851.0,93.0,29,85985.0
C0429,54,Male,128165.0,4.0,3,1716.0
C0430,59,Other,54688.0,84.0,7,34202.0
C0431,44,Other,103753.0,4.0,16,74704.0
C0432,36,Other,145390.0,39.0,16,35296.0
C0433,69,Other,73227.0,39.0,15,11955.0
C0434,62,Male,40719.0,57.0,14,58324.0
C0435,47,Male,64589.0,78.0,5,13800.0
C0436,63,Female,116233.0,45.0,13,16523.0
C0437,66,Female,87499.0,72.0,4,11256.0
C0438,33,Female,36059.0,35.0,15,33450.0
C0439,27,Male,26632.0,38.0,13,47125.0
C0440,33,Male,126624.0,42.0,30,147960.0
C0441,64,Female,44881.0,98.0,6,25686.0
C0442,50,Female,85373.0,40.0,16,6224.0
C0443,23,Female,86249.0,59.0,8,15696.0
C0444,55,Female,26377.0,7.0,10,42540.0
C0445,56,Other,108148.0,61.0,10,45960.0
C0446,18,Male,76482.0,18.0,29,32296.0
C0447,64,Female,120120.0,52.0,12,6840.0
C0448,43,Male,94747.0,72.0,7,22183.0
C0449,53,Female,29637.0,50.0,17,66113.0
C0450,66,Other,56663.0,80.0,22,25806.0
C0451,26,Male,71629.0,48.0,26,77402.0
C0452,53,Female,118954.0,19.0,7,30590.0
C0453,43,Other,25276.0,6.0,2,2644.0
C0454,63,Female,125377.0,61.0,17,67031.0
C0455,27,Other,137064.0,66.0,5,14430.0
C0456,57,Female,41299.0,51.0,20,53020.0
C0457,55,Female,86494.0,66.0,18,75816.0
C0458,63,Other,59294.0,61.0,27,9072.0
C0459,41,Female,108317.0,15.0,14,69734.0
C0460,37,Other,134307.0,89.0,21,8778.0
C0461,56,Female,54803.0,84.0,26,128388.0
C0462,54,Male,114555.0,7.0,19,78565.0
C0463,28,Other,102447.0,93.0,20,66280.0
C0464,27,Other,51745.0,5.0,19,20900.0
C0465,30,Male,77807.0,41.0,14,20160.0
C0466,44,Other,46724.0,53.0,17,69071.0
C0467,65,Other,28163.0,91.0,5,22245.0
C0468,31,Other,62604.0,85.0,16,72064.0
C0469,42,Female,145394.0,23.0,15,68505.0
C0470,39,Other,86249.0,87.0,25,59125.0
C0471,57,Female,45200.0,32.0,9,42939.0
C0472,37,Male,143402.0,39.0,25,64175.0
C0473,63,Male,110471.0,91.0,16,44752.0
C0474,48,Female,93464.0,93.0,9,23013.0
C0475,25,Other,108686.0,70.0,13,44616.0
C0476,70,Female,145122.0,99.0,26,36374.0
C0477,36,Male,57700.0,92.0,3,9111.0
C0478,46,Other,53612.0,96.0,16,31232.0
C0479,30,Other,55537.0,72.0,23,55775.0
C0480,26,Male,100698.0,95.0,19,41040.0
C0481,33,Male,107796.0,68.0,8,16856.0
C0482,21,Male,74172.0,43.0,23,93587.0
C0483,24,Other,121025.0,18.0,1,4708.0
C0484,28,Female,105575.0,61.0,16,29328.0
C0485,66,Female,62096.0,37.0,21,14364.0
C0486,67,Male,105498.0,74.0,8,36664.0
C0487,65,Other,131454.0,5.0,30,49020.0
C0488,44,Male,142411.0,5.0,27,93204.0
C0489,68,Female,44420.0,96.0,28,71988.0
C0490,20,Male,59110.0,73.0,20,21580.0
C0491,39,Female,79552.0,83.0,18,80910.0
C0492,49,Male,131550.0,65.0,15,36525.0
C0493,30,Male,63343.0,21.0,24,95016.0
C0494,59,Female,114188.0,24.0,1,2961.0
C0495,68,Female,94420.0,87.0,25,44550.0
C0496,29,Other,132216.0,82.0,29,102109.0
C0497,70,Female,87538.0,42.0,3,10449.0
C0498,60,Male,44219.0,18.0,16,45600.0
C0499,33,Male,54181.0,50.0,8,30872.0
C0500,66,Female,145047.0,43.0,10,49710.0
C0501,64,Other,21498.0,34.0,21,66045.0
C0502,62,Male,28142.0,86.0,4,16048.0
C0503,37,Male,73138.0,88.0,17,46699.0
C0504,62,Male,103717.0,38.0,12,32296.0
C0505,32,Male,82676.0,20.0,15,48900.0
C0506,44,Other,91989.0,61.0,25,115075.0
C0507,69,Other,128213.0,28.0,25,55675.0
C0508,61,Other,134443.0,11.0,17,65603.0
C0509,51,Other,67419.0,10.0,30,144630.0
C0510,25,Male,128629.0,71.0,29,125860.0
C0511,30,Other,90341.0,20.0,6,17322.0
C0512,51,Female,35235.0,88.0,7,34839.0
C0513,49,Male,137819.0,66.0,15,9825.0
C0514,47,Male,87272.0,54.0,15,72285.0
C0515,21,Other,80604.0,87.0,26,70824.0
C0516,64,Male,71897.0,33.0,27,6048.0
C0517,65,Male,95800.0,10.0,2,7340.0
C0518,40,Other,28357.0,70.0,2,32296.0
C0519,48,Male,57629.0,53.0,6,7854.0
C0520,67,Other,148232.0,94.0,21,76503.0
C0521,41,Female,78790.0,49.0,13,11141.0
C0522,61,Other,134629.0,70.0,5,15240.0
C0523,25,Male,90419.0,51.0,17,21131.0
C0524,64,Male,129421.0,1.0,25,9650.0
C0525,37,Female,108276.0,93.0,18,66132.0
C0526,52,Female,127919.0,30.0,8,31784.0
C0527,40,Male,56129.0,25.0,30,33720.0
C0528,20,Other,74950.0,79.0,25,8200.0
C0529,33,Male,28819.0,13.0,20,9500.0
C0530,46,Other,108083.0,91.0,28,16744.0
C0531,33,Other,25798.0,52.0,15,31785.0
C0532,52,Male,118878.0,100.0,2,2694.0
C0533,50,Other,50692.0,94.0,19,53428.0
C0534,54,Other,121258.0,87.0,27,76302.0
C0535,33,Female,134852.0,19.0,22,98340.0
C0536,32,Female,59387.0,36.0,2,9520.0
C0537,55,Other,139482.0,23.0,21,77679.0
C0538,53,Female,26145.0,45.0,21,69762.0
C0539,68,Other,61777.0,90.0,14,49616.0
C0540,27,Female,69343.0,24.0,25,115150.0
C0541,48,Male,131324.0,29.0,10,13820.0
C0542,69,Female,139896.0,8.0,18,64440.0
C0543,46,Other,89467.0,18.0,13,28457.0
C0544,34,Male,63288.0,83.0,3,11652.0
C0545,41,Male,90206.0,93.0,27,47520.0
C0546,21,Female,69436.0,87.0,20,10460.0
C0547,22,Male,125467.0,98.0,19,90782.0
C0548,31,Female,47379.0,43.0,10,3250.0
C0549,31,Male,146101.0,95.0,4,16492.0
C0550,33,Other,99220.0,91.0,7,24143.0
C0551,33,Other,62154.0,100.0,10,33180.0
C0552,47,Other,105029.0,46.0,10,23420.0
C0553,41,Other,135711.0,64.0,15,15105.0
C0554,69,Other,81537.0,98.0,27,76221.0
C0555,31,Female,61015.0,54.0,2,9616.0
C0556,32,Other,39126.0,3.0,9,42588.0
